Animal_Id,Outcome_Type,Outcome_Subtype,Outcome_Date,Impound_Number,Outcome_Condition
A1134297,EUTHANIZED,BEHAVIOR,11/23/2021 12:00:00 AM,K21-541836,APP WNL
A1134298,LOST EXP,OTHER,12/19/2021 12:00:00 AM,K21-541837,N/A
A1134299,EUTHANIZED,BEHAVIOR,11/23/2021 12:00:00 AM,K21-541838,APP WNL
A1134302,LOST EXP,OTHER,12/19/2021 12:00:00 AM,K21-541841,N/A
A1134303,LOST EXP,OTHER,12/19/2021 12:00:00 AM,K21-541842,N/A
A1134304,LOST EXP,OTHER,12/19/2021 12:00:00 AM,K21-541843,N/A
A1134305,LOST EXP,OTHER,12/19/2021 12:00:00 AM,K21-541844,N/A
A1134307,LOST EXP,OTHER,12/19/2021 12:00:00 AM,K21-541847,N/A
A1134308,LOST EXP,OTHER,12/19/2021 12:00:00 AM,K21-541848,N/A
A1134309,FOUND EXP,OTHER,12/19/2021 12:00:00 AM,K21-541849,N/A
A1134310,LOST EXP,OTHER,12/19/2021 12:00:00 AM,K21-541850,N/A
A1134316,LOST EXP,OTHER,12/19/2021 12:00:00 AM,K21-541852,N/A
A1134318,WILDLIFE,TRANSFER,11/19/2021 12:00:00 AM,K21-541853,APP WNL
A1134319,LOST EXP,OTHER,12/19/2021 12:00:00 AM,K21-541854,N/A
A1134320,FOUND EXP,OTHER,12/19/2021 12:00:00 AM,K21-541855,N/A
A1134321,LOST EXP,OTHER,12/19/2021 12:00:00 AM,K21-541856,N/A
A1134322,FOUND EXP,OTHER,12/19/2021 12:00:00 AM,K21-541857,N/A
A1134323,ADOPTION,WESTMORELD,12/08/2021 12:00:00 AM,K21-541858,APP WNL
A1134330,FOUND EXP,OTHER,12/20/2021 12:00:00 AM,K21-541863,N/A
A1134332,ADOPTION,WESTMORELD,11/23/2021 12:00:00 AM,K21-541865,APP WNL
A1134335,RETURNED TO OWNER,WESTMORELD,11/29/2021 12:00:00 AM,K21-541868,APP WNL
A1134336,FOUND EXP,OTHER,12/20/2021 12:00:00 AM,K21-541866,N/A
A1134337,LOST EXP,OTHER,12/20/2021 12:00:00 AM,K21-541867,N/A
A1134341,ADOPTION,ADOPETS,11/24/2021 12:00:00 AM,K21-541870,APP WNL
A1134342,ADOPTION,ADOPETS,12/17/2021 12:00:00 AM,K21-541872,APP WNL
A1134342,ADOPTION,ADOPETS,12/31/2021 12:00:00 AM,K21-543831,APP WNL
A1134343,RETURNED TO OWNER,FIELD,11/19/2021 12:00:00 AM,K21-541871,APP WNL
A1134345,ADOPTION,WESTMORELD,12/12/2021 12:00:00 AM,K21-541875,APP WNL
A1134346,ADOPTION,ADOPETS,11/24/2021 12:00:00 AM,K21-541874,APP WNL
A1134347,ADOPTION,ADOPETS,11/24/2021 12:00:00 AM,K21-541876,APP WNL
A1134348,ADOPTION,ADOPETS,11/24/2021 12:00:00 AM,K21-541877,APP WNL
A1134348,EUTHANIZED,BITE,12/02/2021 12:00:00 AM,K21-542262,APP WNL
A1134352,WILDLIFE,RELEASE,11/19/2021 12:00:00 AM,K21-541879,APP WNL
A1134353,SNR,ASO,12/10/2021 12:00:00 AM,K21-541881,APP SICK
A1134357,EUTHANIZED,MEDICAL,11/19/2021 12:00:00 AM,K21-541882,APP INJ
A1134358,RETURNED TO OWNER,WESTMORELD,11/20/2021 12:00:00 AM,K21-541883,APP WNL
A1134359,RETURNED TO OWNER,WESTMORELD,11/29/2021 12:00:00 AM,K21-541884,APP WNL
A1134360,TRANSFER,GENERAL,11/21/2021 12:00:00 AM,K21-541885,APP WNL
A1134361,TRANSFER,GENERAL,11/21/2021 12:00:00 AM,K21-541886,APP WNL
A1134362,ADOPTION,ADOPETS,12/05/2021 12:00:00 AM,K21-541887,APP WNL
A1134363,ADOPTION,WESTMORELD,11/20/2021 12:00:00 AM,K21-541889,APP WNL
A1134364,ADOPTION,WESTMORELD,11/20/2021 12:00:00 AM,K21-541891,APP WNL
A1134366,RETURNED TO OWNER,FIELD,11/19/2021 12:00:00 AM,K21-541894,APP WNL
A1134367,ADOPTION,WESTMORELD,11/23/2021 12:00:00 AM,K21-541896,APP WNL
A1134369,TRANSFER,MEDICAL,12/03/2021 12:00:00 AM,K21-541898,APP INJ
A1134374,DISPOSAL,DISPOSAL,11/19/2021 12:00:00 AM,K21-541900,DECEASED
A1134376,LOST EXP,OTHER,12/20/2021 12:00:00 AM,K21-541903,N/A
A1134377,ADOPTION,WESTMORELD,12/03/2021 12:00:00 AM,K21-541904,APP WNL
A1134377,RETURNED TO OWNER,WESTMORELD,12/07/2021 12:00:00 AM,K21-542895,APP WNL
A1134377,ADOPTION,WESTMORELD,07/23/2022 12:00:00 AM,K22-560175,APP WNL
A1134378,EUTHANIZED,HUMANE,11/19/2021 12:00:00 AM,K21-541905,CRITICAL
A1134379,ADOPTION,WESTMORELD,01/04/2022 12:00:00 AM,K21-541906,APP WNL
A1134379,ADOPTION,WESTMORELD,02/11/2022 12:00:00 AM,K22-545462,APP WNL
A1134379,ADOPTION,WESTMORELD,04/14/2022 12:00:00 AM,K22-547974,APP WNL
A1134380,EUTHANIZED,HUMANE,12/13/2021 12:00:00 AM,K21-541907,CRITICAL
A1134381,LOST EXP,OTHER,12/20/2021 12:00:00 AM,K21-541909,N/A
A1134382,EUTHANIZED,HUMANE,12/01/2021 12:00:00 AM,K21-541910,APP INJ
A1134383,ADOPTION,ADOPETS,11/24/2021 12:00:00 AM,K21-541911,APP WNL
A1134385,LOST EXP,OTHER,12/20/2021 12:00:00 AM,K21-541912,N/A
A1134387,LOST EXP,OTHER,12/21/2021 12:00:00 AM,K21-541913,N/A
A1134388,LOST EXP,OTHER,12/21/2021 12:00:00 AM,K21-541914,N/A
A1134391,EUTHANIZED,BITE,11/20/2021 12:00:00 AM,K21-541915,APP WNL
A1134392,EUTHANIZED,MEDICAL,11/20/2021 12:00:00 AM,K21-541919,CRITICAL
A1134396,ADOPTION,ADOPETS,11/21/2021 12:00:00 AM,K21-541939,APP WNL
A1134397,LOST EXP,OTHER,12/21/2021 12:00:00 AM,K21-541940,N/A
A1134398,LOST EXP,OTHER,12/21/2021 12:00:00 AM,K21-541941,N/A
A1134399,ADOPTION,WESTMORELD,12/26/2021 12:00:00 AM,K21-541942,APP WNL
A1134399,EUTHANIZED,BITE,01/10/2022 12:00:00 AM,K21-544623,APP SICK
A1134402,ADOPTION,WESTMORELD,12/20/2021 12:00:00 AM,K21-543157,APP WNL
A1134402,ADOPTION,WESTMORELD,12/04/2021 12:00:00 AM,K21-541943,APP WNL
A1134403,ADOPTION,ADOPETS,12/05/2021 12:00:00 AM,K21-541945,APP WNL
A1134404,EUTHANIZED,MEDICAL,11/20/2021 12:00:00 AM,K21-541947,CRITICAL
A1134405,FOSTER,UNDERAGE,11/20/2021 12:00:00 AM,K21-541948,UNDERAGE
A1134405,DIED,IN FOSTER,01/12/2022 12:00:00 AM,K22-545606,DECEASED
A1134406,ADOPTION,WESTMORELD,12/04/2021 12:00:00 AM,K21-541950,APP WNL
A1134408,RETURNED TO OWNER,WESTMORELD,11/29/2021 12:00:00 AM,K21-541963,APP WNL
A1134409,RETURNED TO OWNER,WESTMORELD,11/29/2021 12:00:00 AM,K21-541962,APP WNL
A1134411,RETURNED TO OWNER,WESTMORELD,11/30/2021 12:00:00 AM,K21-541960,APP WNL
A1134412,RETURNED TO OWNER,WESTMORELD,11/30/2021 12:00:00 AM,K21-541961,APP WNL
A1134413,LOST EXP,OTHER,12/21/2021 12:00:00 AM,K21-541952,N/A
A1134414,RETURNED TO OWNER,WESTMORELD,11/30/2021 12:00:00 AM,K21-541958,APP WNL
A1134416,ADOPTION,WESTMORELD,11/22/2021 12:00:00 AM,K21-541953,APP WNL
A1134419,ADOPTION,ADOPETS,11/23/2021 12:00:00 AM,K21-541954,APP WNL
A1134420,EUTHANIZED,MEDICAL,11/20/2021 12:00:00 AM,K21-541955,APP SICK
A1134421,LOST EXP,OTHER,12/21/2021 12:00:00 AM,K21-541957,N/A
A1134424,ADOPTION,WESTMORELD,12/03/2021 12:00:00 AM,K21-541959,APP WNL
A1134425,EUTHANIZED,MEDICAL,11/20/2021 12:00:00 AM,K21-541964,CRITICAL
A1134427,ADOPTION,WESTMORELD,11/26/2021 12:00:00 AM,K21-541965,APP WNL
A1134428,TRANSFER,GENERAL,11/22/2021 12:00:00 AM,K21-541966,APP WNL
A1134429,TRANSFER,GENERAL,11/22/2021 12:00:00 AM,K21-541967,APP WNL
A1134430,FOSTER,GENERAL,12/31/2021 12:00:00 AM,K21-541968,APP INJ
A1134430,TREATMENT,COMPLETED,01/15/2022 12:00:00 AM,K22-545789,APP INJ
A1134430,TRANSFER,MEDICAL,02/01/2022 12:00:00 AM,K22-546000,APP INJ
A1134430,TREATMENT,COMPLETED,01/07/2022 12:00:00 AM,K22-545250,APP INJ
A1134432,TRANSFER,GENERAL,11/22/2021 12:00:00 AM,K21-541969,APP WNL
A1134434,LOST EXP,OTHER,12/21/2021 12:00:00 AM,K21-541972,N/A
A1134435,LOST EXP,OTHER,12/21/2021 12:00:00 AM,K21-541973,N/A
A1134438,EUTHANIZED,BEHAVIOR,11/24/2021 12:00:00 AM,K21-541976,APP WNL
A1134439,LOST EXP,OTHER,12/21/2021 12:00:00 AM,K21-541977,N/A
A1134442,RETURNED TO OWNER,FIELD,11/20/2021 12:00:00 AM,K21-541979,APP WNL
A1134444,FOSTER,APPOINT,11/26/2021 12:00:00 AM,K21-541978,APP SICK
A1134444,FOSTER,SHORT TERM,12/02/2021 12:00:00 AM,K21-542738,APP WNL
A1134444,TREATMENT,COMPLETED,11/29/2021 12:00:00 AM,K21-542514,APP SICK
A1134444,FOSTER,GENERAL,01/03/2022 12:00:00 AM,K22-544988,APP WNL
A1134444,FOSTER,TRANSPORT,12/27/2021 12:00:00 AM,K21-544713,APP WNL
A1134444,FOSTER,TRANSPORT,12/14/2021 12:00:00 AM,K21-543549,APP WNL
A1134444,FOSTER,GENERAL,12/21/2021 12:00:00 AM,K21-544105,APP WNL
A1134444,ADOPTION,ADOPETS,01/28/2022 12:00:00 AM,K22-546453,APP WNL
A1134445,ADOPTION,WESTMORELD,05/23/2022 12:00:00 AM,K22-553524,APP WNL
A1134445,TREATMENT,COMPLETED,06/29/2022 12:00:00 AM,K22-558437,APP WNL
A1134446,RETURNED TO OWNER,WESTMORELD,12/01/2021 12:00:00 AM,K21-541980,APP WNL
A1134449,ADOPTION,WESTMORELD,11/30/2021 12:00:00 AM,K21-541982,APP WNL
A1134449,ADOPTION,WESTMORELD,01/01/2022 12:00:00 AM,K21-544023,APP WNL
A1134451,ADOPTION,WESTMORELD,12/05/2021 12:00:00 AM,K21-541984,APP WNL
A1134452,LOST EXP,OTHER,12/22/2021 12:00:00 AM,K21-541986,N/A
A1134453,EUTHANIZED,MEDICAL,11/21/2021 12:00:00 AM,K21-541991,APP SICK
A1134454,EUTHANIZED,MEDICAL,12/10/2021 12:00:00 AM,K21-541992,APP WNL
A1134455,TRANSFER,MEDICAL,11/27/2021 12:00:00 AM,K21-541994,APP SICK
A1134456,RETURNED TO OWNER,FIELD,11/21/2021 12:00:00 AM,K21-541995,APP WNL
A1134458,SNR,ASO,11/29/2021 12:00:00 AM,K21-542000,APP INJ
A1134459,FOUND EXP,OTHER,12/22/2021 12:00:00 AM,K21-542002,N/A
A1134461,LOST EXP,OTHER,12/22/2021 12:00:00 AM,K21-542006,N/A
A1134466,ADOPTION,WESTMORELD,11/28/2021 12:00:00 AM,K21-542011,APP WNL
A1134466,TREATMENT,COMPLETED,12/27/2021 12:00:00 AM,K21-544441,APP WNL
A1134466,TREATMENT,COMPLETED,03/12/2022 12:00:00 AM,K22-549603,APP WNL
A1134466,TREATMENT,COMPLETED,04/14/2022 12:00:00 AM,K22-551924,APP WNL
A1134467,ADOPTION,WESTMORELD,01/09/2022 12:00:00 AM,K22-544869,APP WNL
A1134467,ADOPTION,ADOPETS,12/18/2021 12:00:00 AM,K21-543323,APP WNL
A1134467,ADOPTION,WESTMORELD,12/03/2021 12:00:00 AM,K21-542012,APP WNL
A1134470,EUTHANIZED,BITE,11/30/2021 12:00:00 AM,K21-542013,APP WNL
A1134471,TRANSFER,GENERAL,12/03/2021 12:00:00 AM,K21-542016,APP WNL
A1134472,ADOPTION,WESTMORELD,11/26/2021 12:00:00 AM,K21-542017,APP WNL
A1134473,ADOPTION,ADOPETS,11/27/2021 12:00:00 AM,K21-542018,APP WNL
A1134475,ADOPTION,ADOPETS,11/24/2021 12:00:00 AM,K21-542021,APP WNL
A1134476,RETURNED TO OWNER,WESTMORELD,11/22/2021 12:00:00 AM,K21-542022,APP WNL
A1134480,EUTHANIZED,RABIES EXP,11/21/2021 12:00:00 AM,K21-542023,APP WNL
A1134481,LOST EXP,OTHER,12/22/2021 12:00:00 AM,K21-542024,N/A
A1134482,LOST EXP,OTHER,12/22/2021 12:00:00 AM,K21-542025,N/A
A1134483,FOUND EXP,OTHER,12/22/2021 12:00:00 AM,K21-542026,N/A
A1134486,EUTHANIZED,HUMANE,11/21/2021 12:00:00 AM,K21-542027,FATAL
A1134487,EUTHANIZED,HUMANE,11/21/2021 12:00:00 AM,K21-542028,CRITICAL
A1134488,LOST EXP,OTHER,12/22/2021 12:00:00 AM,K21-542029,N/A
A1134489,LOST EXP,OTHER,12/22/2021 12:00:00 AM,K21-542030,N/A
A1134490,LOST EXP,OTHER,12/22/2021 12:00:00 AM,K21-542031,N/A
A1134492,ADOPTION,WESTMORELD,11/27/2021 12:00:00 AM,K21-542032,APP WNL
A1134500,EUTHANIZED,BEHAVIOR,12/01/2021 12:00:00 AM,K21-542043,APP WNL
A1134502,LOST EXP,OTHER,12/23/2021 12:00:00 AM,K21-542040,N/A
A1134503,LOST EXP,OTHER,12/23/2021 12:00:00 AM,K21-542041,N/A
A1134504,LOST EXP,OTHER,12/23/2021 12:00:00 AM,K21-542042,N/A
A1134505,ADOPTION,WESTMORELD,11/28/2021 12:00:00 AM,K21-542048,APP WNL
A1134506,RETURNED TO OWNER,FIELD,11/22/2021 12:00:00 AM,K21-542049,APP WNL
A1134507,LOST EXP,OTHER,12/23/2021 12:00:00 AM,K21-542051,N/A
A1134508,LOST EXP,OTHER,12/23/2021 12:00:00 AM,K21-542052,N/A
A1134509,LOST EXP,OTHER,12/23/2021 12:00:00 AM,K21-542053,N/A
A1134510,EUTHANIZED,HUMANE,11/22/2021 12:00:00 AM,K21-542054,CRITICAL
A1134512,TRANSFER,MEDICAL,11/26/2021 12:00:00 AM,K21-542057,APP INJ
A1134513,LOST EXP,OTHER,12/23/2021 12:00:00 AM,K21-542062,N/A
A1134514,LOST EXP,OTHER,12/23/2021 12:00:00 AM,K21-542063,N/A
A1134515,LOST EXP,OTHER,12/23/2021 12:00:00 AM,K21-542064,N/A
A1134516,LOST EXP,OTHER,12/23/2021 12:00:00 AM,K21-542065,N/A
A1134517,LOST EXP,OTHER,12/23/2021 12:00:00 AM,K21-542066,N/A
A1134518,LOST EXP,OTHER,12/23/2021 12:00:00 AM,K21-542067,N/A
A1134519,ADOPTION,ADOPETS,11/27/2021 12:00:00 AM,K21-542070,APP WNL
A1134521,ADOPTION,ADOPETS,12/01/2021 12:00:00 AM,K21-542068,APP WNL
A1134522,EUTHANIZED,BEHAVIOR,12/20/2021 12:00:00 AM,K21-542069,APP WNL
A1134523,ADOPTION,ADOPETS,01/29/2022 12:00:00 AM,K21-544455,APP WNL
A1134523,ADOPTION,WESTMORELD,09/22/2022 12:00:00 AM,K22-564692,APP WNL
A1134524,EUTHANIZED,MEDICAL,12/05/2021 12:00:00 AM,K21-542072,APP SICK
A1134525,EUTHANIZED,HUMANE,11/22/2021 12:00:00 AM,K21-542071,CRITICAL
A1134534,RETURNED TO OWNER,WESTMORELD,11/24/2021 12:00:00 AM,K21-542073,APP WNL
A1134535,ADOPTION,WESTMORELD,11/24/2021 12:00:00 AM,K21-542074,APP WNL
A1134537,ADOPTION,WESTMORELD,11/24/2021 12:00:00 AM,K21-542075,APP WNL
A1134538,LOST EXP,OTHER,12/23/2021 12:00:00 AM,K21-542076,N/A
A1134539,FOUND EXP,OTHER,12/23/2021 12:00:00 AM,K21-542077,N/A
A1134540,ADOPTION,WESTMORELD,12/03/2021 12:00:00 AM,K21-542080,APP WNL
A1134541,EUTHANIZED,MEDICAL,12/12/2021 12:00:00 AM,K21-542078,APP SICK
A1134542,ADOPTION,ADOPETS,11/24/2021 12:00:00 AM,K21-542079,APP WNL
A1134542,FOSTER,GENERAL,12/09/2022 12:00:00 AM,K22-563451,APP SICK
A1134543,RETURNED TO OWNER,WESTMORELD,11/24/2021 12:00:00 AM,K21-542081,APP WNL
A1134545,RETURNED TO OWNER,WESTMORELD,11/24/2021 12:00:00 AM,K21-542082,APP WNL
A1134546,TRANSFER,MEDICAL,11/23/2021 12:00:00 AM,K21-542083,APP INJ
A1134547,EUTHANIZED,HUMANE,11/22/2021 12:00:00 AM,K21-542085,CRITICAL
A1134548,LOST EXP,OTHER,12/23/2021 12:00:00 AM,K21-542084,N/A
A1134549,TRANSFER,MEDICAL,11/27/2021 12:00:00 AM,K21-542086,APP SICK
A1134551,EUTHANIZED,HUMANE,11/22/2021 12:00:00 AM,K21-542088,FATAL
A1134555,EUTHANIZED,HUMANE,11/22/2021 12:00:00 AM,K21-542089,CRITICAL
A1134557,LOST EXP,OTHER,12/23/2021 12:00:00 AM,K21-542090,N/A
A1134559,FOSTER,TREATMENT,11/29/2021 12:00:00 AM,K21-542092,APP SICK
A1134559,TRANSFER,GENERAL,12/02/2021 12:00:00 AM,K21-542669,APP WNL
A1134563,TRANSFER,BEHAVIOR,12/03/2021 12:00:00 AM,K21-542093,APP WNL
A1134563,TREATMENT,COMPLETED,01/06/2022 12:00:00 AM,K22-545166,APP WNL
A1134564,RETURNED TO OWNER,WESTMORELD,12/17/2021 12:00:00 AM,K21-543282,APP WNL
A1134565,RETURNED TO OWNER,WESTMORELD,12/03/2021 12:00:00 AM,K21-542094,APP WNL
A1134570,LOST EXP,OTHER,12/24/2021 12:00:00 AM,K21-542096,N/A
A1134571,EUTHANIZED,BITE,11/30/2021 12:00:00 AM,K21-542097,APP WNL
A1134572,TRANSFER,MEDICAL,12/02/2021 12:00:00 AM,K21-542098,APP INJ
A1134573,LOST EXP,OTHER,12/24/2021 12:00:00 AM,K21-542099,N/A
A1134574,ADOPTION,ADOPETS,12/08/2021 12:00:00 AM,K21-542110,APP WNL
A1134574,ADOPTION,IN FOSTER,09/01/2022 12:00:00 AM,K22-564142,APP WNL
A1134574,ADOPTION,WESTMORELD,09/05/2022 12:00:00 AM,K22-564215,APP WNL
A1134574,FOSTER,SHORT TERM,08/30/2022 12:00:00 AM,K22-562894,APP WNL
A1134577,ADOPTION,WESTMORELD,11/24/2021 12:00:00 AM,K21-542119,APP WNL
A1134578,ADOPTION,WESTMORELD,11/28/2021 12:00:00 AM,K21-542121,APP WNL
A1134578,ADOPTION,BY FOSTER,04/23/2022 12:00:00 AM,K22-552815,APP WNL
A1134578,FOSTER,SAME DAY,04/03/2022 12:00:00 AM,K22-550552,APP WNL
A1134579,ADOPTION,WESTMORELD,11/28/2021 12:00:00 AM,K21-542122,APP WNL
A1134580,ADOPTION,ADOPETS,12/10/2021 12:00:00 AM,K21-542125,APP WNL
A1134581,ADOPTION,WESTMORELD,12/10/2021 12:00:00 AM,K21-542123,APP WNL
A1134582,EUTHANIZED,MEDICAL,12/18/2021 12:00:00 AM,K21-542124,APP SICK
A1134583,LOST EXP,OTHER,12/24/2021 12:00:00 AM,K21-542126,N/A
A1134584,LOST EXP,OTHER,12/24/2021 12:00:00 AM,K21-542127,N/A
A1134585,ADOPTION,WESTMORELD,11/28/2021 12:00:00 AM,K21-542129,APP WNL
A1134587,ADOPTION,WESTMORELD,11/27/2021 12:00:00 AM,K21-542130,APP WNL
A1134588,ADOPTION,WESTMORELD,11/27/2021 12:00:00 AM,K21-542131,APP WNL
A1134589,ADOPTION,WESTMORELD,12/06/2021 12:00:00 AM,K21-542132,APP WNL
A1134591,RETURNED TO OWNER,WESTMORELD,12/07/2021 12:00:00 AM,K21-542134,APP WNL
A1134592,TRANSFER,GENERAL,11/26/2021 12:00:00 AM,K21-542137,APP WNL
A1134594,LOST EXP,OTHER,12/24/2021 12:00:00 AM,K21-542138,N/A
A1134595,SNR,ASO,11/29/2021 12:00:00 AM,K21-542139,APP WNL
A1134597,ADOPTION,WESTMORELD,12/04/2021 12:00:00 AM,K21-542143,APP WNL
A1134598,TRANSFER,MEDICAL,11/26/2021 12:00:00 AM,K21-542142,APP SICK
A1134599,ADOPTION,WESTMORELD,11/24/2021 12:00:00 AM,K21-542144,APP WNL
A1134600,ADOPTION,WESTMORELD,11/28/2021 12:00:00 AM,K21-542147,APP WNL
A1134601,SNR,ASO,11/28/2021 12:00:00 AM,K21-542150,APP WNL
A1134602,ADOPTION,WESTMORELD,12/02/2021 12:00:00 AM,K21-542151,APP WNL
A1134602,ADOPTION,WESTMORELD,01/29/2022 12:00:00 AM,K22-545684,APP WNL
A1134603,SNR,ASO,11/29/2021 12:00:00 AM,K21-542152,APP WNL
A1134604,SNR,ASO,11/29/2021 12:00:00 AM,K21-542153,APP WNL
A1134605,FOSTER,UNDERAGE,11/26/2021 12:00:00 AM,K21-542158,UNDERAGE
A1134605,ADOPTION,WESTMORELD,12/09/2021 12:00:00 AM,K21-543150,APP WNL
A1134606,ADOPTION,WESTMORELD,12/09/2021 12:00:00 AM,K21-543149,APP WNL
A1134606,FOSTER,UNDERAGE,11/26/2021 12:00:00 AM,K21-542157,UNDERAGE
A1134608,RETURNED TO OWNER,WESTMORELD,12/07/2021 12:00:00 AM,K21-542160,APP WNL
A1134608,RETURNED TO OWNER,WESTMORELD,02/04/2022 12:00:00 AM,K22-546760,APP WNL
A1134608,RETURNED TO OWNER,WESTMORELD,03/16/2022 12:00:00 AM,K22-549143,APP WNL
A1134610,SNR,ASO,11/29/2021 12:00:00 AM,K21-542159,APP WNL
A1134611,LOST EXP,OTHER,12/24/2021 12:00:00 AM,K21-542162,N/A
A1134612,LOST EXP,OTHER,12/24/2021 12:00:00 AM,K21-542163,N/A
A1134613,FOUND EXP,OTHER,12/24/2021 12:00:00 AM,K21-542164,N/A
A1134616,TRANSFER,MEDICAL,12/07/2021 12:00:00 AM,K21-542165,APP INJ
A1134618,EUTHANIZED,MEDICAL,12/14/2021 12:00:00 AM,K21-542166,APP SICK
A1134620,LOST EXP,OTHER,12/24/2021 12:00:00 AM,K21-542167,N/A
A1134621,LOST EXP,OTHER,12/24/2021 12:00:00 AM,K21-542168,N/A
A1134636,WILDLIFE,TRANSFER,11/27/2021 12:00:00 AM,K21-542169,APP INJ
A1134637,ADOPTION,WESTMORELD,12/26/2021 12:00:00 AM,K21-542170,APP WNL
A1134638,ADOPTION,ADOPETS,01/08/2022 12:00:00 AM,K21-542171,APP WNL
A1134638,ADOPTION,WESTMORELD,02/12/2022 12:00:00 AM,K22-546149,APP WNL
A1134641,TREATMENT,COMPLETED,01/18/2022 12:00:00 AM,K22-545974,APP WNL
A1134641,TRANSFER,UNDERAGE,11/26/2021 12:00:00 AM,K21-542172,UNDERAGE
A1134642,EUTHANIZED,MEDICAL,12/16/2021 12:00:00 AM,K21-542173,APP SICK
A1134643,ADOPTION,WESTMORELD,12/06/2021 12:00:00 AM,K21-542174,APP WNL
A1134644,RETURNED TO OWNER,FIELD,11/24/2021 12:00:00 AM,K21-542176,APP WNL
A1134645,TRANSFER,GENERAL,12/01/2021 12:00:00 AM,K21-542175,APP SICK
A1134646,LOST EXP,OTHER,12/25/2021 12:00:00 AM,K21-542177,N/A
A1134647,LOST EXP,OTHER,12/25/2021 12:00:00 AM,K21-542178,N/A
A1134648,LOST EXP,OTHER,12/25/2021 12:00:00 AM,K21-542179,N/A
A1134650,LOST EXP,OTHER,12/25/2021 12:00:00 AM,K21-542180,N/A
A1134652,ADOPTION,WESTMORELD,12/08/2021 12:00:00 AM,K21-542186,APP WNL
A1134652,FOSTER,APPOINT,12/10/2021 12:00:00 AM,K21-543271,APP WNL
A1134652,ADOPTION,WESTMORELD,12/18/2021 12:00:00 AM,K21-543463,APP WNL
A1134653,ADOPTION,WESTMORELD,11/26/2021 12:00:00 AM,K21-542187,APP WNL
A1134654,ADOPTION,WESTMORELD,11/26/2021 12:00:00 AM,K21-542188,APP WNL
A1134654,ADOPTION,WESTMORELD,01/20/2022 12:00:00 AM,K22-546074,APP WNL
A1134655,ADOPTION,WESTMORELD,11/26/2021 12:00:00 AM,K21-542189,APP WNL
A1134656,ADOPTION,WESTMORELD,11/26/2021 12:00:00 AM,K21-542190,APP WNL
A1134656,ADOPTION,WESTMORELD,01/20/2022 12:00:00 AM,K22-546070,APP WNL
A1134656,RETURNED TO OWNER,WESTMORELD,06/03/2022 12:00:00 AM,K22-556405,APP WNL
A1134658,ADOPTION,WESTMORELD,11/26/2021 12:00:00 AM,K21-542191,APP WNL
A1134659,ADOPTION,WESTMORELD,11/26/2021 12:00:00 AM,K21-542192,APP WNL
A1134660,ADOPTION,WESTMORELD,11/26/2021 12:00:00 AM,K21-542193,APP WNL
A1134660,ADOPTION,WESTMORELD,01/19/2022 12:00:00 AM,K22-546069,APP WNL
A1134661,RETURNED TO OWNER,WESTMORELD,11/30/2021 12:00:00 AM,K21-542195,APP WNL
A1134662,RETURNED TO OWNER,WESTMORELD,11/30/2021 12:00:00 AM,K21-542196,APP INJ
A1134666,RETURNED TO OWNER,FIELD,09/05/2022 12:00:00 AM,K22-564521,APP WNL
A1134670,EUTHANIZED,HUMANE,11/24/2021 12:00:00 AM,K21-542203,CRITICAL
A1134671,FOUND EXP,OTHER,12/25/2021 12:00:00 AM,K21-542204,N/A
A1134672,FOSTER,SAME DAY,11/30/2021 12:00:00 AM,K21-542205,APP INJ
A1134672,ADOPTION,WESTMORELD,03/12/2022 12:00:00 AM,K22-549045,APP WNL
A1134673,TRANSFER,MEDICAL,11/29/2021 12:00:00 AM,K21-542207,APP SICK
A1134674,ADOPTION,WESTMORELD,11/29/2021 12:00:00 AM,K21-542206,APP WNL
A1134675,ADOPTION,ADOPETS,11/27/2021 12:00:00 AM,K21-542208,APP WNL
A1134677,LOST EXP,OTHER,12/25/2021 12:00:00 AM,K21-542209,N/A
A1134678,FOUND EXP,OTHER,12/25/2021 12:00:00 AM,K21-542210,N/A
A1134679,EUTHANIZED,HUMANE,11/24/2021 12:00:00 AM,K21-542212,APP SICK
A1134681,ADOPTION,WESTMORELD,12/28/2021 12:00:00 AM,K21-542213,APP WNL
A1134683,EUTHANIZED,MEDICAL,11/27/2021 12:00:00 AM,K21-542214,APP SICK
A1134684,LOST EXP,OTHER,12/25/2021 12:00:00 AM,K21-542215,N/A
A1134685,LOST EXP,OTHER,12/25/2021 12:00:00 AM,K21-542216,N/A
A1134688,TRANSFER,GENERAL,11/26/2021 12:00:00 AM,K21-542219,APP WNL
A1134689,EUTHANIZED,HUMANE,11/24/2021 12:00:00 AM,K21-542220,FATAL
A1134690,FOSTER,UNDERAGE,11/24/2021 12:00:00 AM,K21-542222,APP WNL
A1134690,ADOPTION,BY FOSTER,02/16/2022 12:00:00 AM,K22-548013,APP WNL
A1134691,ADOPTION,WESTMORELD,12/07/2021 12:00:00 AM,K21-542224,APP WNL
A1134692,RETURNED TO OWNER,FIELD,11/24/2021 12:00:00 AM,K21-542223,APP WNL
A1134695,ADOPTION,WESTMORELD,11/26/2021 12:00:00 AM,K21-542228,APP WNL
A1134696,ADOPTION,ADOPETS,11/26/2021 12:00:00 AM,K21-542227,APP WNL
A1134697,LOST EXP,OTHER,12/25/2021 12:00:00 AM,K21-542226,N/A
