Animal_Id,Intake_Type,Intake_Subtype,Reason,Intake_Date,Intake_Condition,Hold_Request
A1132320,STRAY,AT LARGE,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132320,OWNER SURRENDER,APPOINT,HOUSING,01/16/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132321,STRAY,CONFINED,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132323,STRAY,AT LARGE,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132323,FOSTER,FOR ADOPT,OTHER,12/08/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132323,TREATMENT,SPAY/NEUT,OTHER,12/07/2021 12:00:00 AM,APP WNL,N/A
A1132324,STRAY,WEB,N/A,10/23/2021 12:00:00 AM,NORMAL,N/A
A1132325,KEEPSAFE,OWN ARREST,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132326,STRAY,CONFINED,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132327,STRAY,CONFINED,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132328,OWNER SURRENDER,URGENT,MEDICAL,10/24/2021 12:00:00 AM,APP INJ,N/A
A1132329,STRAY,CONFINED,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132330,STRAY,WEB,N/A,10/23/2021 12:00:00 AM,NORMAL,N/A
A1132331,CONFISCATED,QUARANTINE,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,QUARANTINE
A1132335,STRAY,AT LARGE,OTHRINTAKS,10/24/2021 12:00:00 AM,UNDERAGE,RESC FOSTR
A1132336,STRAY,CONFINED,OTHER,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132337,STRAY,AT LARGE,OTHRINTAKS,10/24/2021 12:00:00 AM,UNDERAGE,RESC FOSTR
A1132338,STRAY,CONFINED,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132339,STRAY,CONFINED,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132339,OWNER SURRENDER,APPOINT,MEDICAL,07/22/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132340,STRAY,CONFINED,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132341,STRAY,WEB,N/A,10/24/2021 12:00:00 AM,NORMAL,N/A
A1132342,STRAY,CONFINED,OTHRINTAKS,10/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132344,STRAY,CONFINED,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132344,FOSTER,RETURN,OTHRINTAKS,11/12/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132345,CONFISCATED,QUARANTINE,OTHRINTAKS,10/30/2021 12:00:00 AM,APP WNL,QUARANTINE
A1132346,WILDLIFE,NON-RABIES,OTHRINTAKS,10/25/2021 12:00:00 AM,APP INJ,N/A
A1132348,KEEPSAFE,OWN ARREST,OTHER,10/25/2021 12:00:00 AM,APP INJ,ADOP RESCU
A1132348,STRAY,AT LARGE,OTHRINTAKS,05/15/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132349,STRAY,WEB,N/A,10/23/2021 12:00:00 AM,NORMAL,N/A
A1132350,STRAY,WEB,N/A,10/24/2021 12:00:00 AM,NORMAL,N/A
A1132351,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132353,STRAY,AT LARGE,OTHER,10/25/2021 12:00:00 AM,APP WNL,N/A
A1132354,OWNER SURRENDER,URGENT,FINANCIAL,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132356,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132356,OWNER SURRENDER,APPOINT,MEDICAL,12/29/2021 12:00:00 AM,APP WNL,N/A
A1132357,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132358,OWNER SURRENDER,WALK IN,MEDICAL,10/25/2021 12:00:00 AM,DECEASED,N/A
A1132359,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132359,OWNER SURRENDER,WALK IN,PERSNLISSU,09/21/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132360,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP INJ,RESCU ONLY
A1132361,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,N/A
A1132362,STRAY,WEB,N/A,10/24/2021 12:00:00 AM,NORMAL,N/A
A1132364,STRAY,WEB,N/A,10/25/2021 12:00:00 AM,NORMAL,N/A
A1132365,STRAY,WEB,N/A,10/24/2021 12:00:00 AM,NORMAL,N/A
A1132366,STRAY,WEB,N/A,10/23/2021 12:00:00 AM,NORMAL,N/A
A1132367,OWNER SURRENDER,QUARANTINE,BEHAVIOR,10/25/2021 12:00:00 AM,APP WNL,RABIES SPECIMEN
A1132368,OWNER SURRENDER,URGENT,MEDICAL,10/25/2021 12:00:00 AM,APP SICK,N/A
A1132369,OWNER SURRENDER,PICK UP,FINANCIAL,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132370,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP INJ,ADOP RESCU
A1132371,OWNER SURRENDER,APPOINT,NOTRIGHTFT,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132371,OWNER SURRENDER,WALK IN,NOTRIGHTFT,12/11/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132372,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132373,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,RESC FOSTR
A1132373,FOSTER,RETURN,OTHER,11/02/2021 12:00:00 AM,APP SICK,EMERGENCY RESCUE
A1132374,OWNER SURRENDER,URGENT,HOUSING,10/25/2021 12:00:00 AM,APP WNL,ADOPTION
A1132375,OWNER SURRENDER,URGENT,HOUSING,10/25/2021 12:00:00 AM,APP WNL,ADOPTION
A1132376,STRAY,CONFINED,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132376,TREATMENT,FOLLOWUP,OTHRINTAKS,12/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132377,STRAY,WEB,N/A,10/25/2021 12:00:00 AM,NORMAL,N/A
A1132378,STRAY,WEB,N/A,10/25/2021 12:00:00 AM,NORMAL,N/A
A1132379,STRAY,WEB,N/A,10/25/2021 12:00:00 AM,NORMAL,N/A
A1132380,STRAY,WEB,N/A,10/23/2021 12:00:00 AM,NORMAL,N/A
A1132381,STRAY,WEB,N/A,10/24/2021 12:00:00 AM,NORMAL,N/A
A1132382,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132383,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132383,FOSTER,RETURN,OTHER,12/19/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132383,FOSTER,RETURN,OTHER,12/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132383,FOSTER,QUARANTINE,OTHRINTAKS,02/12/2022 12:00:00 AM,APP WNL,RABIES SPECIMEN
A1132384,STRAY,CONFINED,OTHRINTAKS,10/25/2021 12:00:00 AM,CRITICAL,N/A
A1132385,STRAY,CONFINED,OTHRINTAKS,10/25/2021 12:00:00 AM,APP INJ,ADOP RESCU
A1132386,STRAY,CONFINED,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132396,STRAY,CONFINED,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132397,OWNER SURRENDER,APPOINT,MEDICAL,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132397,OWNER SURRENDER,QUARANTINE,BEHAVIOR,01/17/2022 12:00:00 AM,APP WNL,QUARANTINE
A1132399,KEEPSAFE,OWN DECEAS,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132400,STRAY,WEB,N/A,10/25/2021 12:00:00 AM,NORMAL,N/A
A1132401,STRAY,WEB,N/A,10/24/2021 12:00:00 AM,NORMAL,N/A
A1132402,STRAY,WEB,N/A,10/24/2021 12:00:00 AM,NORMAL,N/A
A1132403,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132404,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132404,FOSTER,RETURN,OTHER,01/13/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132404,TREATMENT,SPAY/NEUT,OTHER,01/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132405,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,NEONATE
A1132405,FOSTER,RETURN,OTHER,11/22/2021 12:00:00 AM,DECEASED,N/A
A1132406,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132406,FOSTER,FOR ADOPT,OTHER,01/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132407,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,NEONATE
A1132407,FOSTER,RETURN,OTHRINTAKS,11/11/2021 12:00:00 AM,DECEASED,NEONATE
A1132408,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132408,TREATMENT,SPAY/NEUT,OTHER,01/08/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132408,FOSTER,RETURN,OTHER,01/13/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132409,FOSTER,FOR ADOPT,OTHER,12/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132409,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132410,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132411,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132411,FOSTER,FOR ADOPT,OTHER,12/22/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132412,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP SICK,ADOP RESCU
A1132412,TREATMENT,ILLNESS,OTHRINTAKS,11/23/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132412,FOSTER,RETURN,OTHRINTAKS,11/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132413,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132413,OWNER SURRENDER,APPOINT,NOTRIGHTFT,04/01/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132416,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP INJ,ADOP RESCU
A1132417,STRAY,WEB,N/A,10/22/2021 12:00:00 AM,NORMAL,N/A
A1132418,STRAY,CONFINED,OTHRINTAKS,10/25/2021 12:00:00 AM,UNDERAGE,NEONATE
A1132419,STRAY,CONFINED,OTHRINTAKS,10/25/2021 12:00:00 AM,UNDERAGE,NEONATE
A1132420,STRAY,CONFINED,OTHRINTAKS,10/25/2021 12:00:00 AM,UNDERAGE,NEONATE
A1132422,STRAY,CONFINED,MEDICAL,10/25/2021 12:00:00 AM,APP SICK,N/A
A1132424,STRAY,AT LARGE,OTHRINTAKS,10/25/2021 12:00:00 AM,APP WNL,N/A
A1132425,STRAY,WEB,N/A,10/23/2021 12:00:00 AM,NORMAL,N/A
A1132427,STRAY,WEB,N/A,10/25/2021 12:00:00 AM,NORMAL,N/A
A1132430,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,CRITICAL,N/A
A1132431,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132432,STRAY,WEB,N/A,10/24/2021 12:00:00 AM,NORMAL,N/A
A1132433,STRAY,WEB,N/A,10/23/2021 12:00:00 AM,NORMAL,N/A
A1132434,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,APP INJ,ADOP RESCU
A1132434,TREATMENT,FOLLOWUP,OTHER,11/23/2021 12:00:00 AM,APP INJ,N/A
A1132434,FOSTER,RETURN,OTHER,12/18/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132436,STRAY,WEB,N/A,10/23/2021 12:00:00 AM,NORMAL,N/A
A1132437,STRAY,CONFINED,OTHRINTAKS,10/26/2021 12:00:00 AM,APP SICK,RESC FOSTR
A1132438,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,APP INJ,N/A
A1132439,OWNER SURRENDER,APPOINT,PERSNLISSU,10/26/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132440,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,APP INJ,ADOP RESCU
A1132440,FOSTER,SURGERY,OTHER,01/10/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132441,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,APP INJ,N/A
A1132442,OWNER SURRENDER,APPOINT,PERSNLISSU,10/26/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132443,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,APP WNL,N/A
A1132444,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,APP INJ,ADOP RESCU
A1132445,CONFISCATED,QUARANTINE,OTHRINTAKS,10/26/2021 12:00:00 AM,APP WNL,QUARANTINE
A1132446,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,APP INJ,ADOP RESCU
A1132446,TREATMENT,FOLLOWUP,OTHRINTAKS,11/10/2021 12:00:00 AM,APP WNL,NEONATE
A1132446,FOSTER,RETURN,OTHER,12/10/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132447,FOSTER,RETURN,OTHER,12/10/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132447,TREATMENT,FOLLOWUP,OTHRINTAKS,11/10/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132447,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132449,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132449,FOSTER,RETURN,OTHRINTAKS,11/12/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132451,STRAY,WEB,N/A,10/26/2021 12:00:00 AM,NORMAL,N/A
A1132452,CONFISCATED,SAC,OTHRINTAKS,10/26/2021 12:00:00 AM,APP INJ,FIELD
A1132453,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,APP INJ,ADOP RESCU
A1132454,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132455,OWNER SURRENDER,APPOINT,HOUSING,10/26/2021 12:00:00 AM,APP WNL,RTP
A1132456,STRAY,WEB,N/A,10/26/2021 12:00:00 AM,NORMAL,N/A
A1132457,STRAY,WEB,N/A,10/20/2021 12:00:00 AM,NORMAL,N/A
A1132458,STRAY,AT LARGE,OTHER,10/26/2021 12:00:00 AM,APP WNL,N/A
A1132459,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132460,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,APP SICK,N/A
A1132462,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132463,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132464,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,CRITICAL,N/A
A1132465,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132466,STRAY,CONFINED,OTHRINTAKS,10/26/2021 12:00:00 AM,UNDERAGE,ADOP RESCU
A1132466,FOSTER,RETURN,OTHER,12/18/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132467,STRAY,AT LARGE,OTHRINTAKS,10/26/2021 12:00:00 AM,APP WNL,N/A
A1132468,STRAY,WEB,N/A,10/24/2021 12:00:00 AM,NORMAL,N/A
A1132469,CONFISCATED,SAC,OTHRINTAKS,10/27/2021 12:00:00 AM,DECEASED,N/A
A1132470,STRAY,CONFINED,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,NEONATE
A1132470,TREATMENT,SPAY/NEUT,OTHER,02/01/2022 12:00:00 AM,APP WNL,N/A
A1132471,STRAY,CONFINED,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132475,STRAY,WEB,N/A,10/24/2021 12:00:00 AM,NORMAL,N/A
A1132477,CONFISCATED,QUARANTINE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,QUARANTINE
A1132478,STRAY,AT LARGE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP INJ,RESCU ONLY
A1132479,STRAY,AT LARGE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP INJ,ADOP RESCU
A1132481,STRAY,AT LARGE,OTHRINTAKS,10/27/2021 12:00:00 AM,CRITICAL,EMERGENCY RESCUE
A1132482,STRAY,CONFINED,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132483,STRAY,AT LARGE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,N/A
A1132484,OWNER SURRENDER,WALK IN,HOUSING,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132485,OWNER SURRENDER,APPOINT,FINANCIAL,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132485,OWNER SURRENDER,APPOINT,MEDICAL,03/07/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1132486,STRAY,CONFINED,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132488,STRAY,AT LARGE,OTHRINTAKS,10/31/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132488,TREATMENT,HEART WORM,OTHER,01/20/2022 12:00:00 AM,APP WNL,N/A
A1132488,TREATMENT,HEART WORM,OTHER,12/17/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132488,TREATMENT,HEART WORM,OTHER,02/25/2022 12:00:00 AM,APP WNL,N/A
A1132489,OWNER SURRENDER,APPOINT,BEHAVIOR,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132490,CONFISCATED,QUARANTINE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,QUARANTINE
A1132491,STRAY,CONFINED,OTHRINTAKS,10/27/2021 12:00:00 AM,APP INJ,RESCU ONLY
A1132493,STRAY,WEB,N/A,10/27/2021 12:00:00 AM,NORMAL,N/A
A1132495,STRAY,AT LARGE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132496,STRAY,AT LARGE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132497,STRAY,AT LARGE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132497,OWNER SURRENDER,URGENT,BEHAVIOR,12/04/2021 12:00:00 AM,APP WNL,EUTH
A1132499,STRAY,AT LARGE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132500,STRAY,AT LARGE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132501,STRAY,CONFINED,OTHRINTAKS,10/27/2021 12:00:00 AM,UNDERAGE,NEONATE
A1132501,FOSTER,RETURN,OTHRINTAKS,02/17/2022 12:00:00 AM,APP WNL,N/A
A1132502,STRAY,AT LARGE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132502,FOSTER,RETURN,OTHRINTAKS,11/29/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132503,OWNER SURRENDER,APPOINT,HOUSING,10/27/2021 12:00:00 AM,APP WNL,RESC FOSTR
A1132504,STRAY,AT LARGE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132505,STRAY,AT LARGE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132506,OWNER SURRENDER,APPOINT,HOUSING,10/27/2021 12:00:00 AM,APP WNL,RESC FOSTR
A1132507,OWNER SURRENDER,APPOINT,HOUSING,10/27/2021 12:00:00 AM,APP WNL,RESC FOSTR
A1132508,STRAY,AT LARGE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132509,OWNER SURRENDER,APPOINT,HOUSING,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132511,OWNER SURRENDER,APPOINT,MEDICAL,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132511,OWNER SURRENDER,WALK IN,BEHAVIOR,06/05/2022 12:00:00 AM,APP WNL,RESCU ONLY
A1132511,OWNER SURRENDER,WALK IN,BEHAVIOR,06/04/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132511,STRAY,AT LARGE,OTHRINTAKS,05/28/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132512,STRAY,WEB,N/A,10/23/2021 12:00:00 AM,NORMAL,N/A
A1132517,OWNER SURRENDER,APPOINT,HOUSING,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132518,OWNER SURRENDER,PICK UP,BEHAVIOR,10/27/2021 12:00:00 AM,APP WNL,EUTH
A1132520,OWNER SURRENDER,PICK UP,BEHAVIOR,10/27/2021 12:00:00 AM,APP SICK,RESC FOSTR
A1132521,OWNER SURRENDER,PICK UP,BEHAVIOR,10/27/2021 12:00:00 AM,APP WNL,RESC FOSTR
A1132522,OWNER SURRENDER,PICK UP,BEHAVIOR,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132523,OWNER SURRENDER,PICK UP,BEHAVIOR,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132528,STRAY,AT LARGE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP INJ,N/A
A1132529,WILDLIFE,NON-RABIES,OTHRINTAKS,10/27/2021 12:00:00 AM,APP INJ,N/A
A1132530,STRAY,AT LARGE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132530,STRAY,CONFINED,OTHRINTAKS,11/10/2021 12:00:00 AM,APP WNL,N/A
A1132531,STRAY,AT LARGE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132534,STRAY,WEB,N/A,10/27/2021 12:00:00 AM,NORMAL,N/A
A1132537,CONFISCATED,QUARANTINE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP INJ,QUARANTINE
A1132538,OWNER SURRENDER,URGENT,HOUSING,10/27/2021 12:00:00 AM,APP WNL,RESC FOSTR
A1132539,OWNER SURRENDER,APPOINT,MEDICAL,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132540,OWNER SURRENDER,URGENT,HOUSING,10/27/2021 12:00:00 AM,APP WNL,RESC FOSTR
A1132540,FOSTER,RETURN,OTHRINTAKS,11/21/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132541,STRAY,CONFINED,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,ADOPTION
A1132542,STRAY,CONFINED,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,ADOPTION
A1132543,OWNER SURRENDER,URGENT,HOUSING,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132543,TREATMENT,FOLLOWUP,HOUSING,12/05/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132543,FOSTER,RETURN,OTHER,12/12/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132543,FOSTER,RETURN,OTHRINTAKS,01/23/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132543,OWNER SURRENDER,WALK IN,OTHER,01/22/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132544,FOSTER,FOR ADOPT,OTHER,11/28/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132544,TREATMENT,ILLNESS,OTHER,11/15/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132544,OWNER SURRENDER,URGENT,HOUSING,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132545,OWNER SURRENDER,URGENT,HOUSING,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132545,TREATMENT,ILLNESS,OTHER,11/15/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132545,FOSTER,RETURN,OTHER,11/24/2021 12:00:00 AM,APP SICK,N/A
A1132546,OWNER SURRENDER,URGENT,HOUSING,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132548,OWNER SURRENDER,URGENT,MEDICAL,10/27/2021 12:00:00 AM,APP INJ,RESCU ONLY
A1132549,STRAY,AT LARGE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132550,OWNER SURRENDER,URGENT,HOUSING,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132550,FOSTER,RETURN,OTHER,01/22/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132550,TREATMENT,ILLNESS,OTHER,12/11/2021 12:00:00 AM,APP WNL,N/A
A1132552,STRAY,AT LARGE,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132553,STRAY,CONFINED,OTHRINTAKS,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132553,OWNER SURRENDER,APPOINT,PERSNLISSU,02/24/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132553,FOSTER,RETURN,OTHER,03/12/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132554,FOSTER,RETURN,OTHER,02/26/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132554,OWNER SURRENDER,URGENT,HOUSING,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132554,TREATMENT,SPAY/NEUT,OTHER,01/26/2022 12:00:00 AM,APP WNL,N/A
A1132555,OWNER SURRENDER,WALK IN,NOTRIGHTFT,12/13/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132555,OWNER SURRENDER,URGENT,HOUSING,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132555,OWNER SURRENDER,WALK IN,PERSNLISSU,04/27/2022 12:00:00 AM,APP WNL,ADOP RESCU
A1132556,OWNER SURRENDER,URGENT,HOUSING,10/27/2021 12:00:00 AM,APP WNL,RESC FOSTR
A1132556,FOSTER,RETURN,BEHAVIOR,11/28/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132556,FOSTER,RETURN,OTHER,12/24/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132557,FOSTER,RETURN,OTHER,12/17/2021 12:00:00 AM,APP WNL,ADOP RESCU
A1132557,OWNER SURRENDER,URGENT,HOUSING,10/27/2021 12:00:00 AM,APP WNL,ADOP RESCU
